session,date,split,local_row,channel_index
sub-C_ses-CO-20150703,20150703,train,5,5
sub-C_ses-CO-20150703,20150703,train,6,6
sub-C_ses-CO-20150703,20150703,train,7,7
sub-C_ses-CO-20150703,20150703,train,8,7
sub-C_ses-CO-20150703,20150703,train,9,7
sub-C_ses-CO-20150703,20150703,train,10,8
sub-C_ses-CO-20150703,20150703,train,11,9
sub-C_ses-CO-20150703,20150703,train,12,14
sub-C_ses-CO-20150703,20150703,train,13,14
sub-C_ses-CO-20150703,20150703,train,14,15
sub-C_ses-CO-20150703,20150703,train,15,16
sub-C_ses-CO-20150703,20150703,train,16,18
sub-C_ses-CO-20150703,20150703,train,17,20
sub-C_ses-CO-20150703,20150703,train,18,20
sub-C_ses-CO-20150703,20150703,train,19,20
sub-C_ses-CO-20150703,20150703,train,20,23
sub-C_ses-CO-20150703,20150703,train,21,23
sub-C_ses-CO-20150703,20150703,train,22,27
sub-C_ses-CO-20150703,20150703,train,23,31
sub-C_ses-CO-20150703,20150703,train,24,31
sub-C_ses-CO-20150703,20150703,train,25,31
sub-C_ses-CO-20150703,20150703,train,26,35
sub-C_ses-CO-20150703,20150703,train,27,37
sub-C_ses-CO-20150703,20150703,train,28,37
sub-C_ses-CO-20150703,20150703,train,29,39
sub-C_ses-CO-20150703,20150703,train,30,41
sub-C_ses-CO-20150703,20150703,train,31,42
sub-C_ses-CO-20150703,20150703,train,32,43
sub-C_ses-CO-20150703,20150703,train,33,43
sub-C_ses-CO-20150703,20150703,train,34,45
sub-C_ses-CO-20150703,20150703,train,35,45
sub-C_ses-CO-20150703,20150703,train,36,49
sub-C_ses-CO-20150703,20150703,train,37,49
sub-C_ses-CO-20150703,20150703,train,38,49
sub-C_ses-CO-20150703,20150703,train,39,50
sub-C_ses-CO-20150703,20150703,train,40,51
sub-C_ses-CO-20150703,20150703,train,41,51
sub-C_ses-CO-20150703,20150703,train,42,52
sub-C_ses-CO-20150703,20150703,train,43,53
sub-C_ses-CO-20150703,20150703,train,44,55
sub-C_ses-CO-20150703,20150703,train,45,57
sub-C_ses-CO-20150703,20150703,train,46,61
sub-C_ses-CO-20150703,20150703,train,47,64
sub-C_ses-CO-20150703,20150703,train,48,65
sub-C_ses-CO-20150703,20150703,train,49,66
sub-C_ses-CO-20150703,20150703,train,50,66
sub-C_ses-CO-20150703,20150703,train,51,69
sub-C_ses-CO-20150706,20150706,train,0,0
sub-C_ses-CO-20150706,20150706,train,1,1
sub-C_ses-CO-20150706,20150706,train,2,1
sub-C_ses-CO-20150706,20150706,train,3,3
sub-C_ses-CO-20150706,20150706,train,4,3
sub-C_ses-CO-20150706,20150706,train,5,5
sub-C_ses-CO-20150706,20150706,train,6,6
sub-C_ses-CO-20150706,20150706,train,7,7
sub-C_ses-CO-20150706,20150706,train,8,7
sub-C_ses-CO-20150706,20150706,train,9,7
sub-C_ses-CO-20150706,20150706,train,10,8
sub-C_ses-CO-20150706,20150706,train,11,9
sub-C_ses-CO-20150706,20150706,train,12,14
sub-C_ses-CO-20150706,20150706,train,13,14
sub-C_ses-CO-20150706,20150706,train,14,16
sub-C_ses-CO-20150706,20150706,train,15,20
sub-C_ses-CO-20150706,20150706,train,16,20
sub-C_ses-CO-20150706,20150706,train,17,20
sub-C_ses-CO-20150706,20150706,train,18,23
sub-C_ses-CO-20150706,20150706,train,19,23
sub-C_ses-CO-20150706,20150706,train,20,27
sub-C_ses-CO-20150706,20150706,train,21,31
sub-C_ses-CO-20150706,20150706,train,22,31
sub-C_ses-CO-20150706,20150706,train,23,31
sub-C_ses-CO-20150706,20150706,train,24,33
sub-C_ses-CO-20150706,20150706,train,25,35
sub-C_ses-CO-20150706,20150706,train,26,37
sub-C_ses-CO-20150706,20150706,train,27,39
sub-C_ses-CO-20150706,20150706,train,28,43
sub-C_ses-CO-20150706,20150706,train,29,43
sub-C_ses-CO-20150706,20150706,train,30,45
sub-C_ses-CO-20150706,20150706,train,31,45
sub-C_ses-CO-20150706,20150706,train,32,49
sub-C_ses-CO-20150706,20150706,train,33,49
sub-C_ses-CO-20150706,20150706,train,34,49
sub-C_ses-CO-20150706,20150706,train,35,50
sub-C_ses-CO-20150706,20150706,train,36,51
sub-C_ses-CO-20150706,20150706,train,37,51
sub-C_ses-CO-20150706,20150706,train,38,52
sub-C_ses-CO-20150706,20150706,train,39,55
sub-C_ses-CO-20150706,20150706,train,40,64
sub-C_ses-CO-20150706,20150706,train,41,65
sub-C_ses-CO-20150706,20150706,train,42,66
sub-C_ses-CO-20150706,20150706,train,43,66
sub-C_ses-CO-20150706,20150706,train,44,68
sub-C_ses-CO-20150706,20150706,train,45,69
sub-C_ses-CO-20150707,20150707,train,0,0
sub-C_ses-CO-20150707,20150707,train,1,1
sub-C_ses-CO-20150707,20150707,train,2,1
sub-C_ses-CO-20150707,20150707,train,3,3
sub-C_ses-CO-20150707,20150707,train,4,3
sub-C_ses-CO-20150707,20150707,train,5,5
sub-C_ses-CO-20150707,20150707,train,6,7
sub-C_ses-CO-20150707,20150707,train,7,7
sub-C_ses-CO-20150707,20150707,train,8,7
sub-C_ses-CO-20150707,20150707,train,9,7
sub-C_ses-CO-20150707,20150707,train,10,8
sub-C_ses-CO-20150707,20150707,train,11,14
sub-C_ses-CO-20150707,20150707,train,12,18
sub-C_ses-CO-20150707,20150707,train,13,20
sub-C_ses-CO-20150707,20150707,train,14,20
sub-C_ses-CO-20150707,20150707,train,15,20
sub-C_ses-CO-20150707,20150707,train,16,22
sub-C_ses-CO-20150707,20150707,train,17,23
sub-C_ses-CO-20150707,20150707,train,18,23
sub-C_ses-CO-20150707,20150707,train,19,27
sub-C_ses-CO-20150707,20150707,train,20,31
sub-C_ses-CO-20150707,20150707,train,21,31
sub-C_ses-CO-20150707,20150707,train,22,37
sub-C_ses-CO-20150707,20150707,train,23,39
sub-C_ses-CO-20150707,20150707,train,24,43
sub-C_ses-CO-20150707,20150707,train,25,43
sub-C_ses-CO-20150707,20150707,train,26,45
sub-C_ses-CO-20150707,20150707,train,27,45
sub-C_ses-CO-20150707,20150707,train,28,49
sub-C_ses-CO-20150707,20150707,train,29,49
sub-C_ses-CO-20150707,20150707,train,30,49
sub-C_ses-CO-20150707,20150707,train,31,51
sub-C_ses-CO-20150707,20150707,train,32,51
sub-C_ses-CO-20150707,20150707,train,33,52
sub-C_ses-CO-20150707,20150707,train,34,53
sub-C_ses-CO-20150707,20150707,train,35,55
sub-C_ses-CO-20150707,20150707,train,36,61
sub-C_ses-CO-20150707,20150707,train,37,64
sub-C_ses-CO-20150707,20150707,train,38,65
sub-C_ses-CO-20150707,20150707,train,39,66
sub-C_ses-CO-20150707,20150707,train,40,66
sub-C_ses-CO-20150707,20150707,train,41,69
sub-C_ses-CO-20150708,20150708,train,0,0
sub-C_ses-CO-20150708,20150708,train,1,1
sub-C_ses-CO-20150708,20150708,train,2,1
sub-C_ses-CO-20150708,20150708,train,3,3
sub-C_ses-CO-20150708,20150708,train,4,3
sub-C_ses-CO-20150708,20150708,train,5,5
sub-C_ses-CO-20150708,20150708,train,6,7
sub-C_ses-CO-20150708,20150708,train,7,7
sub-C_ses-CO-20150708,20150708,train,8,7
sub-C_ses-CO-20150708,20150708,train,9,8
sub-C_ses-CO-20150708,20150708,train,10,8
sub-C_ses-CO-20150708,20150708,train,11,9
sub-C_ses-CO-20150708,20150708,train,12,9
sub-C_ses-CO-20150708,20150708,train,13,14
sub-C_ses-CO-20150708,20150708,train,14,14
sub-C_ses-CO-20150708,20150708,train,15,16
sub-C_ses-CO-20150708,20150708,train,16,18
sub-C_ses-CO-20150708,20150708,train,17,20
sub-C_ses-CO-20150708,20150708,train,18,20
sub-C_ses-CO-20150708,20150708,train,19,20
sub-C_ses-CO-20150708,20150708,train,20,23
sub-C_ses-CO-20150708,20150708,train,21,23
sub-C_ses-CO-20150708,20150708,train,22,27
sub-C_ses-CO-20150708,20150708,train,23,31
sub-C_ses-CO-20150708,20150708,train,24,31
sub-C_ses-CO-20150708,20150708,train,25,31
sub-C_ses-CO-20150708,20150708,train,26,35
sub-C_ses-CO-20150708,20150708,train,27,37
sub-C_ses-CO-20150708,20150708,train,28,39
sub-C_ses-CO-20150708,20150708,train,29,43
sub-C_ses-CO-20150708,20150708,train,30,43
sub-C_ses-CO-20150708,20150708,train,31,45
sub-C_ses-CO-20150708,20150708,train,32,45
sub-C_ses-CO-20150708,20150708,train,33,49
sub-C_ses-CO-20150708,20150708,train,34,49
sub-C_ses-CO-20150708,20150708,train,35,49
sub-C_ses-CO-20150708,20150708,train,36,51
sub-C_ses-CO-20150708,20150708,train,37,51
sub-C_ses-CO-20150708,20150708,train,38,52
sub-C_ses-CO-20150708,20150708,train,39,53
sub-C_ses-CO-20150708,20150708,train,40,55
sub-C_ses-CO-20150708,20150708,train,41,55
sub-C_ses-CO-20150708,20150708,train,42,57
sub-C_ses-CO-20150708,20150708,train,43,61
sub-C_ses-CO-20150708,20150708,train,44,64
sub-C_ses-CO-20150708,20150708,train,45,65
sub-C_ses-CO-20150708,20150708,train,46,66
sub-C_ses-CO-20150708,20150708,train,47,66
sub-C_ses-CO-20150708,20150708,train,48,69
sub-C_ses-CO-20150708,20150708,train,49,78
sub-C_ses-CO-20150708,20150708,train,50,79
sub-C_ses-CO-20150708,20150708,train,51,80
sub-C_ses-CO-20150708,20150708,train,52,80
sub-C_ses-CO-20150708,20150708,train,53,80
sub-C_ses-CO-20150708,20150708,train,54,81
sub-C_ses-CO-20150708,20150708,train,55,82
sub-C_ses-CO-20150708,20150708,train,56,82
sub-C_ses-CO-20150708,20150708,train,57,84
sub-C_ses-CO-20150708,20150708,train,58,84
sub-C_ses-CO-20150708,20150708,train,59,84
sub-C_ses-CO-20150708,20150708,train,60,86
sub-C_ses-CO-20150708,20150708,train,61,87
sub-C_ses-CO-20150708,20150708,train,62,87
sub-C_ses-CO-20150708,20150708,train,63,89
sub-C_ses-CO-20150709,20150709,train,0,0
sub-C_ses-CO-20150709,20150709,train,1,1
sub-C_ses-CO-20150709,20150709,train,2,1
sub-C_ses-CO-20150709,20150709,train,3,1
sub-C_ses-CO-20150709,20150709,train,4,3
sub-C_ses-CO-20150709,20150709,train,5,3
sub-C_ses-CO-20150709,20150709,train,6,5
sub-C_ses-CO-20150709,20150709,train,7,6
sub-C_ses-CO-20150709,20150709,train,8,7
sub-C_ses-CO-20150709,20150709,train,9,7
sub-C_ses-CO-20150709,20150709,train,10,7
sub-C_ses-CO-20150709,20150709,train,11,7
sub-C_ses-CO-20150709,20150709,train,12,8
sub-C_ses-CO-20150709,20150709,train,13,8
sub-C_ses-CO-20150709,20150709,train,14,9
sub-C_ses-CO-20150709,20150709,train,15,9
sub-C_ses-CO-20150709,20150709,train,16,14
sub-C_ses-CO-20150709,20150709,train,17,14
sub-C_ses-CO-20150709,20150709,train,18,18
sub-C_ses-CO-20150709,20150709,train,19,20
sub-C_ses-CO-20150709,20150709,train,20,20
sub-C_ses-CO-20150709,20150709,train,21,20
sub-C_ses-CO-20150709,20150709,train,22,22
sub-C_ses-CO-20150709,20150709,train,23,23
sub-C_ses-CO-20150709,20150709,train,24,23
sub-C_ses-CO-20150709,20150709,train,25,27
sub-C_ses-CO-20150709,20150709,train,26,31
sub-C_ses-CO-20150709,20150709,train,27,31
sub-C_ses-CO-20150709,20150709,train,28,31
sub-C_ses-CO-20150709,20150709,train,29,31
sub-C_ses-CO-20150709,20150709,train,30,35
sub-C_ses-CO-20150709,20150709,train,31,37
sub-C_ses-CO-20150709,20150709,train,32,37
sub-C_ses-CO-20150709,20150709,train,33,39
sub-C_ses-CO-20150709,20150709,train,34,39
sub-C_ses-CO-20150709,20150709,train,35,43
sub-C_ses-CO-20150709,20150709,train,36,43
sub-C_ses-CO-20150709,20150709,train,37,45
sub-C_ses-CO-20150709,20150709,train,38,45
sub-C_ses-CO-20150709,20150709,train,39,45
sub-C_ses-CO-20150709,20150709,train,40,49
sub-C_ses-CO-20150709,20150709,train,41,49
sub-C_ses-CO-20150709,20150709,train,42,49
sub-C_ses-CO-20150709,20150709,train,43,50
sub-C_ses-CO-20150709,20150709,train,44,51
sub-C_ses-CO-20150709,20150709,train,45,51
sub-C_ses-CO-20150709,20150709,train,46,51
sub-C_ses-CO-20150709,20150709,train,47,52
sub-C_ses-CO-20150709,20150709,train,48,53
sub-C_ses-CO-20150709,20150709,train,49,53
sub-C_ses-CO-20150709,20150709,train,50,53
sub-C_ses-CO-20150709,20150709,train,51,55
sub-C_ses-CO-20150709,20150709,train,52,55
sub-C_ses-CO-20150709,20150709,train,53,57
sub-C_ses-CO-20150709,20150709,train,54,61
sub-C_ses-CO-20150709,20150709,train,55,64
sub-C_ses-CO-20150709,20150709,train,56,65
sub-C_ses-CO-20150709,20150709,train,57,66
sub-C_ses-CO-20150709,20150709,train,58,66
sub-C_ses-CO-20150709,20150709,train,59,66
sub-C_ses-CO-20150709,20150709,train,60,69
sub-C_ses-CO-20150710,20150710,train,0,0
sub-C_ses-CO-20150710,20150710,train,1,1
sub-C_ses-CO-20150710,20150710,train,2,1
sub-C_ses-CO-20150710,20150710,train,3,1
sub-C_ses-CO-20150710,20150710,train,4,3
sub-C_ses-CO-20150710,20150710,train,5,3
sub-C_ses-CO-20150710,20150710,train,6,5
sub-C_ses-CO-20150710,20150710,train,7,5
sub-C_ses-CO-20150710,20150710,train,8,7
sub-C_ses-CO-20150710,20150710,train,9,7
sub-C_ses-CO-20150710,20150710,train,10,7
sub-C_ses-CO-20150710,20150710,train,11,7
sub-C_ses-CO-20150710,20150710,train,12,8
sub-C_ses-CO-20150710,20150710,train,13,8
sub-C_ses-CO-20150710,20150710,train,14,9
sub-C_ses-CO-20150710,20150710,train,15,9
sub-C_ses-CO-20150710,20150710,train,16,14
sub-C_ses-CO-20150710,20150710,train,17,14
sub-C_ses-CO-20150710,20150710,train,18,18
sub-C_ses-CO-20150710,20150710,train,19,20
sub-C_ses-CO-20150710,20150710,train,20,20
sub-C_ses-CO-20150710,20150710,train,21,20
sub-C_ses-CO-20150710,20150710,train,22,23
sub-C_ses-CO-20150710,20150710,train,23,23
sub-C_ses-CO-20150710,20150710,train,24,27
sub-C_ses-CO-20150710,20150710,train,25,35
sub-C_ses-CO-20150710,20150710,train,26,37
sub-C_ses-CO-20150710,20150710,train,27,37
sub-C_ses-CO-20150710,20150710,train,28,39
sub-C_ses-CO-20150710,20150710,train,29,39
sub-C_ses-CO-20150710,20150710,train,30,43
sub-C_ses-CO-20150710,20150710,train,31,43
sub-C_ses-CO-20150710,20150710,train,32,45
sub-C_ses-CO-20150710,20150710,train,33,45
sub-C_ses-CO-20150710,20150710,train,34,45
sub-C_ses-CO-20150710,20150710,train,35,49
sub-C_ses-CO-20150710,20150710,train,36,49
sub-C_ses-CO-20150710,20150710,train,37,49
sub-C_ses-CO-20150710,20150710,train,38,50
sub-C_ses-CO-20150710,20150710,train,39,51
sub-C_ses-CO-20150710,20150710,train,40,51
sub-C_ses-CO-20150710,20150710,train,41,52
sub-C_ses-CO-20150710,20150710,train,42,53
sub-C_ses-CO-20150710,20150710,train,43,53
sub-C_ses-CO-20150710,20150710,train,44,53
sub-C_ses-CO-20150710,20150710,train,45,55
sub-C_ses-CO-20150710,20150710,train,46,55
sub-C_ses-CO-20150710,20150710,train,47,61
sub-C_ses-CO-20150710,20150710,train,48,64
sub-C_ses-CO-20150710,20150710,train,49,65
sub-C_ses-CO-20150710,20150710,train,50,66
sub-C_ses-CO-20150710,20150710,train,51,66
sub-C_ses-CO-20150710,20150710,train,52,66
sub-C_ses-CO-20150710,20150710,train,53,69
sub-C_ses-CO-20150710,20150710,train,54,69
sub-C_ses-CO-20150713,20150713,train,0,0
sub-C_ses-CO-20150713,20150713,train,1,1
sub-C_ses-CO-20150713,20150713,train,2,1
sub-C_ses-CO-20150713,20150713,train,3,1
sub-C_ses-CO-20150713,20150713,train,4,3
sub-C_ses-CO-20150713,20150713,train,5,3
sub-C_ses-CO-20150713,20150713,train,6,5
sub-C_ses-CO-20150713,20150713,train,7,5
sub-C_ses-CO-20150713,20150713,train,8,6
sub-C_ses-CO-20150713,20150713,train,9,7
sub-C_ses-CO-20150713,20150713,train,10,7
sub-C_ses-CO-20150713,20150713,train,11,7
sub-C_ses-CO-20150713,20150713,train,12,7
sub-C_ses-CO-20150713,20150713,train,13,8
sub-C_ses-CO-20150713,20150713,train,14,8
sub-C_ses-CO-20150713,20150713,train,15,9
sub-C_ses-CO-20150713,20150713,train,16,9
sub-C_ses-CO-20150713,20150713,train,17,12
sub-C_ses-CO-20150713,20150713,train,18,14
sub-C_ses-CO-20150713,20150713,train,19,14
sub-C_ses-CO-20150713,20150713,train,20,18
sub-C_ses-CO-20150713,20150713,train,21,18
sub-C_ses-CO-20150713,20150713,train,22,20
sub-C_ses-CO-20150713,20150713,train,23,20
sub-C_ses-CO-20150713,20150713,train,24,20
sub-C_ses-CO-20150713,20150713,train,25,23
sub-C_ses-CO-20150713,20150713,train,26,23
sub-C_ses-CO-20150713,20150713,train,27,27
sub-C_ses-CO-20150713,20150713,train,28,31
sub-C_ses-CO-20150713,20150713,train,29,31
sub-C_ses-CO-20150713,20150713,train,30,31
sub-C_ses-CO-20150713,20150713,train,31,35
sub-C_ses-CO-20150713,20150713,train,32,37
sub-C_ses-CO-20150713,20150713,train,33,37
sub-C_ses-CO-20150713,20150713,train,34,39
sub-C_ses-CO-20150713,20150713,train,35,39
sub-C_ses-CO-20150713,20150713,train,36,41
sub-C_ses-CO-20150713,20150713,train,37,43
sub-C_ses-CO-20150713,20150713,train,38,45
sub-C_ses-CO-20150713,20150713,train,39,49
sub-C_ses-CO-20150713,20150713,train,40,49
sub-C_ses-CO-20150713,20150713,train,41,49
sub-C_ses-CO-20150713,20150713,train,42,50
sub-C_ses-CO-20150713,20150713,train,43,51
sub-C_ses-CO-20150713,20150713,train,44,51
sub-C_ses-CO-20150713,20150713,train,45,52
sub-C_ses-CO-20150713,20150713,train,46,53
sub-C_ses-CO-20150713,20150713,train,47,53
sub-C_ses-CO-20150713,20150713,train,48,55
sub-C_ses-CO-20150713,20150713,train,49,57
sub-C_ses-CO-20150713,20150713,train,50,61
sub-C_ses-CO-20150713,20150713,train,51,64
sub-C_ses-CO-20150713,20150713,train,52,65
sub-C_ses-CO-20150713,20150713,train,53,66
sub-C_ses-CO-20150713,20150713,train,54,66
sub-C_ses-CO-20150713,20150713,train,55,69
sub-C_ses-CO-20150713,20150713,train,56,69
sub-C_ses-CO-20150713,20150713,train,57,72
sub-C_ses-CO-20150714,20150714,train,0,0
sub-C_ses-CO-20150714,20150714,train,1,1
sub-C_ses-CO-20150714,20150714,train,2,1
sub-C_ses-CO-20150714,20150714,train,3,1
sub-C_ses-CO-20150714,20150714,train,4,3
sub-C_ses-CO-20150714,20150714,train,5,3
sub-C_ses-CO-20150714,20150714,train,6,5
sub-C_ses-CO-20150714,20150714,train,7,6
sub-C_ses-CO-20150714,20150714,train,8,7
sub-C_ses-CO-20150714,20150714,train,9,7
sub-C_ses-CO-20150714,20150714,train,10,7
sub-C_ses-CO-20150714,20150714,train,11,7
sub-C_ses-CO-20150714,20150714,train,12,8
sub-C_ses-CO-20150714,20150714,train,13,9
sub-C_ses-CO-20150714,20150714,train,14,9
sub-C_ses-CO-20150714,20150714,train,15,14
sub-C_ses-CO-20150714,20150714,train,16,14
sub-C_ses-CO-20150714,20150714,train,17,18
sub-C_ses-CO-20150714,20150714,train,18,18
sub-C_ses-CO-20150714,20150714,train,19,20
sub-C_ses-CO-20150714,20150714,train,20,20
sub-C_ses-CO-20150714,20150714,train,21,20
sub-C_ses-CO-20150714,20150714,train,22,22
sub-C_ses-CO-20150714,20150714,train,23,23
sub-C_ses-CO-20150714,20150714,train,24,23
sub-C_ses-CO-20150714,20150714,train,25,27
sub-C_ses-CO-20150714,20150714,train,26,27
sub-C_ses-CO-20150714,20150714,train,27,31
sub-C_ses-CO-20150714,20150714,train,28,31
sub-C_ses-CO-20150714,20150714,train,29,31
sub-C_ses-CO-20150714,20150714,train,30,35
sub-C_ses-CO-20150714,20150714,train,31,37
sub-C_ses-CO-20150714,20150714,train,32,37
sub-C_ses-CO-20150714,20150714,train,33,39
sub-C_ses-CO-20150714,20150714,train,34,39
sub-C_ses-CO-20150714,20150714,train,35,41
sub-C_ses-CO-20150714,20150714,train,36,43
sub-C_ses-CO-20150714,20150714,train,37,45
sub-C_ses-CO-20150714,20150714,train,38,45
sub-C_ses-CO-20150714,20150714,train,39,47
sub-C_ses-CO-20150714,20150714,train,40,49
sub-C_ses-CO-20150714,20150714,train,41,49
sub-C_ses-CO-20150714,20150714,train,42,49
sub-C_ses-CO-20150714,20150714,train,43,50
sub-C_ses-CO-20150714,20150714,train,44,50
sub-C_ses-CO-20150714,20150714,train,45,51
sub-C_ses-CO-20150714,20150714,train,46,51
sub-C_ses-CO-20150714,20150714,train,47,52
sub-C_ses-CO-20150714,20150714,train,48,55
sub-C_ses-CO-20150714,20150714,train,49,55
sub-C_ses-CO-20150714,20150714,train,50,57
sub-C_ses-CO-20150714,20150714,train,51,57
sub-C_ses-CO-20150714,20150714,train,52,61
sub-C_ses-CO-20150714,20150714,train,53,61
sub-C_ses-CO-20150714,20150714,train,54,64
sub-C_ses-CO-20150714,20150714,train,55,65
sub-C_ses-CO-20150714,20150714,train,56,66
sub-C_ses-CO-20150714,20150714,train,57,66
sub-C_ses-CO-20150714,20150714,train,58,69
sub-C_ses-CO-20150714,20150714,train,59,80
sub-C_ses-CO-20150714,20150714,train,60,80
sub-C_ses-CO-20150714,20150714,train,61,82
sub-C_ses-CO-20150714,20150714,train,62,82
sub-C_ses-CO-20150714,20150714,train,63,84
sub-C_ses-CO-20150714,20150714,train,64,84
sub-C_ses-CO-20150714,20150714,train,65,84
sub-C_ses-CO-20150715,20150715,train,0,0
sub-C_ses-CO-20150715,20150715,train,1,1
sub-C_ses-CO-20150715,20150715,train,2,1
sub-C_ses-CO-20150715,20150715,train,3,1
sub-C_ses-CO-20150715,20150715,train,4,3
sub-C_ses-CO-20150715,20150715,train,5,3
sub-C_ses-CO-20150715,20150715,train,6,5
sub-C_ses-CO-20150715,20150715,train,7,6
sub-C_ses-CO-20150715,20150715,train,8,7
sub-C_ses-CO-20150715,20150715,train,9,7
sub-C_ses-CO-20150715,20150715,train,10,7
sub-C_ses-CO-20150715,20150715,train,11,7
sub-C_ses-CO-20150715,20150715,train,12,8
sub-C_ses-CO-20150715,20150715,train,13,9
sub-C_ses-CO-20150715,20150715,train,14,9
sub-C_ses-CO-20150715,20150715,train,15,14
sub-C_ses-CO-20150715,20150715,train,16,14
sub-C_ses-CO-20150715,20150715,train,17,16
sub-C_ses-CO-20150715,20150715,train,18,18
sub-C_ses-CO-20150715,20150715,train,19,20
sub-C_ses-CO-20150715,20150715,train,20,20
sub-C_ses-CO-20150715,20150715,train,21,20
sub-C_ses-CO-20150715,20150715,train,22,23
sub-C_ses-CO-20150715,20150715,train,23,23
sub-C_ses-CO-20150715,20150715,train,24,27
sub-C_ses-CO-20150715,20150715,train,25,27
sub-C_ses-CO-20150715,20150715,train,26,31
sub-C_ses-CO-20150715,20150715,train,27,31
sub-C_ses-CO-20150715,20150715,train,28,31
sub-C_ses-CO-20150715,20150715,train,29,35
sub-C_ses-CO-20150715,20150715,train,30,37
sub-C_ses-CO-20150715,20150715,train,31,37
sub-C_ses-CO-20150715,20150715,train,32,39
sub-C_ses-CO-20150715,20150715,train,33,39
sub-C_ses-CO-20150715,20150715,train,34,43
sub-C_ses-CO-20150715,20150715,train,35,45
sub-C_ses-CO-20150715,20150715,train,36,49
sub-C_ses-CO-20150715,20150715,train,37,49
sub-C_ses-CO-20150715,20150715,train,38,49
sub-C_ses-CO-20150715,20150715,train,39,50
sub-C_ses-CO-20150715,20150715,train,40,50
sub-C_ses-CO-20150715,20150715,train,41,51
sub-C_ses-CO-20150715,20150715,train,42,51
sub-C_ses-CO-20150715,20150715,train,43,52
sub-C_ses-CO-20150715,20150715,train,44,55
sub-C_ses-CO-20150715,20150715,train,45,55
sub-C_ses-CO-20150715,20150715,train,46,57
sub-C_ses-CO-20150715,20150715,train,47,61
sub-C_ses-CO-20150715,20150715,train,48,61
sub-C_ses-CO-20150715,20150715,train,49,62
sub-C_ses-CO-20150715,20150715,train,50,64
sub-C_ses-CO-20150715,20150715,train,51,65
sub-C_ses-CO-20150715,20150715,train,52,66
sub-C_ses-CO-20150715,20150715,train,53,66
sub-C_ses-CO-20150715,20150715,train,54,69
sub-C_ses-CO-20150715,20150715,train,55,80
sub-C_ses-CO-20150715,20150715,train,56,80
sub-C_ses-CO-20150715,20150715,train,57,82
sub-C_ses-CO-20150715,20150715,train,58,84
sub-C_ses-CO-20150715,20150715,train,59,84
sub-C_ses-CO-20150716,20150716,train,0,0
sub-C_ses-CO-20150716,20150716,train,1,1
sub-C_ses-CO-20150716,20150716,train,2,1
sub-C_ses-CO-20150716,20150716,train,3,1
sub-C_ses-CO-20150716,20150716,train,4,3
sub-C_ses-CO-20150716,20150716,train,5,3
sub-C_ses-CO-20150716,20150716,train,6,5
sub-C_ses-CO-20150716,20150716,train,7,5
sub-C_ses-CO-20150716,20150716,train,8,6
sub-C_ses-CO-20150716,20150716,train,9,7
sub-C_ses-CO-20150716,20150716,train,10,7
sub-C_ses-CO-20150716,20150716,train,11,7
sub-C_ses-CO-20150716,20150716,train,12,7
sub-C_ses-CO-20150716,20150716,train,13,8
sub-C_ses-CO-20150716,20150716,train,14,8
sub-C_ses-CO-20150716,20150716,train,15,9
sub-C_ses-CO-20150716,20150716,train,16,9
sub-C_ses-CO-20150716,20150716,train,17,14
sub-C_ses-CO-20150716,20150716,train,18,14
sub-C_ses-CO-20150716,20150716,train,19,16
sub-C_ses-CO-20150716,20150716,train,20,18
sub-C_ses-CO-20150716,20150716,train,21,19
sub-C_ses-CO-20150716,20150716,train,22,20
sub-C_ses-CO-20150716,20150716,train,23,20
sub-C_ses-CO-20150716,20150716,train,24,20
sub-C_ses-CO-20150716,20150716,train,25,23
sub-C_ses-CO-20150716,20150716,train,26,23
sub-C_ses-CO-20150716,20150716,train,27,27
sub-C_ses-CO-20150716,20150716,train,28,27
sub-C_ses-CO-20150716,20150716,train,29,31
sub-C_ses-CO-20150716,20150716,train,30,31
sub-C_ses-CO-20150716,20150716,train,31,31
sub-C_ses-CO-20150716,20150716,train,32,35
sub-C_ses-CO-20150716,20150716,train,33,37
sub-C_ses-CO-20150716,20150716,train,34,37
sub-C_ses-CO-20150716,20150716,train,35,39
sub-C_ses-CO-20150716,20150716,train,36,39
sub-C_ses-CO-20150716,20150716,train,37,43
sub-C_ses-CO-20150716,20150716,train,38,45
sub-C_ses-CO-20150716,20150716,train,39,49
sub-C_ses-CO-20150716,20150716,train,40,49
sub-C_ses-CO-20150716,20150716,train,41,49
sub-C_ses-CO-20150716,20150716,train,42,50
sub-C_ses-CO-20150716,20150716,train,43,50
sub-C_ses-CO-20150716,20150716,train,44,51
sub-C_ses-CO-20150716,20150716,train,45,51
sub-C_ses-CO-20150716,20150716,train,46,52
sub-C_ses-CO-20150716,20150716,train,47,53
sub-C_ses-CO-20150716,20150716,train,48,53
sub-C_ses-CO-20150716,20150716,train,49,53
sub-C_ses-CO-20150716,20150716,train,50,54
sub-C_ses-CO-20150716,20150716,train,51,55
sub-C_ses-CO-20150716,20150716,train,52,55
sub-C_ses-CO-20150716,20150716,train,53,57
sub-C_ses-CO-20150716,20150716,train,54,61
sub-C_ses-CO-20150716,20150716,train,55,61
sub-C_ses-CO-20150716,20150716,train,56,64
sub-C_ses-CO-20150716,20150716,train,57,65
sub-C_ses-CO-20150716,20150716,train,58,66
sub-C_ses-CO-20150716,20150716,train,59,66
